Latitude,Longitude,Time,Label,Location
31.968599,-99.901813,Mon Oct 05 09:05:37 +0000 2015,1,Texas
6.757509,125.352398,Mon Oct 05 09:05:38 +0000 2015,1,City of Digos.  
14.031391,122.113091,Mon Oct 05 09:05:40 +0000 2015,1,Quezon  Calabarzon
52.520007,13.404954,Mon Oct 05 09:05:40 +0000 2015,1,Berlin   Germany
24.861462,67.009939,Mon Oct 05 09:05:40 +0000 2015,1,Karachi Pakistan
33.267072,-93.239334,Mon Oct 05 09:05:41 +0000 2015,1,Magnolia  AR         
37.389092,-5.984459,Mon Oct 05 09:05:42 +0000 2015,1,Sevilla  Andalucía
24.299174,54.697277,Mon Oct 05 09:05:43 +0000 2015,1,Abu Dhabi UAE
3.139003,101.686855,Mon Oct 05 09:05:43 +0000 2015,1,Kuala Lumpur
-33.924869,18.424055,Mon Oct 05 09:05:45 +0000 2015,1,Cape Town
35.779590,-78.638179,Mon Oct 05 09:05:47 +0000 2015,1,Raleigh  North Carolina  USA
18.524187,-70.020540,Mon Oct 05 09:05:49 +0000 2015,1,  Los AlcarrizoOS 
40.712784,-74.005941,Mon Oct 05 09:05:50 +0000 2015,1,New York and the World
31.418714,73.079107,Mon Oct 05 09:05:50 +0000 2015,1,Lyallpur  Pakistan
46.996586,-1.947396,Mon Oct 05 09:05:51 +0000 2015,1,Sud Vendée         France 
41.878114,-87.629798,Mon Oct 05 09:05:52 +0000 2015,1,Chicago  IL
34.274583,-81.618718,Mon Oct 05 09:05:54 +0000 2015,1,Newberry  SC
23.022505,72.571362,Mon Oct 05 09:08:54 +0000 2015,1,Ahmedabad
25.216667,55.166667,Mon Oct 05 09:08:54 +0000 2015,1,World
23.022505,72.571362,Mon Oct 05 09:08:54 +0000 2015,1,Ahmedabad
5.603717,-0.186964,Mon Oct 05 09:08:55 +0000 2015,1,Accra  Ghana
32.221743,-110.926479,Mon Oct 05 09:08:56 +0000 2015,1,Tucson  AZ
14.576377,121.085110,Mon Oct 05 09:08:57 +0000 2015,1,Pasig City
-22.906847,-43.172897,Mon Oct 05 09:09:00 +0000 2015,1,Rio de Janeiro  Brasil
32.221743,-110.926479,Mon Oct 05 09:09:01 +0000 2015,1,Tucson  AZ
28.538335,-81.379237,Mon Oct 05 09:09:02 +0000 2015,1,Orlando  FL
43.675299,2.779604,Mon Oct 05 09:09:04 +0000 2015,1,  knajas  
46.996586,-1.947396,Mon Oct 05 09:09:06 +0000 2015,1,Sud Vendée         France 
41.203322,-77.194525,Mon Oct 05 09:09:09 +0000 2015,1,Pennsylvania
45.501689,-73.567256,Mon Oct 05 09:09:15 +0000 2015,1,Montréal  Québec
40.678178,-73.944158,Mon Oct 05 09:09:17 +0000 2015,1,BROOKLYN  NY  E.N.Y  B EXACT
35.085334,-106.605553,Mon Oct 05 09:09:18 +0000 2015,1,Albuquerque NM
33.748995,-84.387982,Mon Oct 05 09:09:21 +0000 2015,1,Atlanta GA
23.129110,113.264385,Mon Oct 05 09:09:25 +0000 2015,1,Inside GFW GuangZhou
1.280094,103.850949,Mon Oct 05 09:09:29 +0000 2015,1,Singapore  Singapore
6.927079,79.861243,Mon Oct 05 09:09:29 +0000 2015,1,Colombo  Sri Lanka
33.520661,-86.802490,Mon Oct 05 09:09:31 +0000 2015,1,Birmingham
36.778261,-119.417932,Mon Oct 05 09:09:31 +0000 2015,1,AmeriKKKa but in CALIFORNIA
33.689060,-78.886694,Mon Oct 05 09:09:36 +0000 2015,1,Myrtle Beach SC
38.804836,-77.046921,Mon Oct 05 09:09:36 +0000 2015,1,Alexandria is my hometown.
53.193392,-2.893075,Mon Oct 05 09:09:42 +0000 2015,1,Chester
51.507351,-0.127758,Mon Oct 05 09:09:42 +0000 2015,1,London  England
16.756932,-93.129235,Mon Oct 05 09:09:45 +0000 2015,1,Chiapas  México
39.961176,-82.998794,Mon Oct 05 09:09:45 +0000 2015,1,Columbus  Ohio
55.676097,12.568337,Mon Oct 05 09:09:48 +0000 2015,1,Copenhagen
55.676097,12.568337,Mon Oct 05 09:09:48 +0000 2015,1,Copenhagen
38.907192,-77.036871,Mon Oct 05 09:09:49 +0000 2015,1,Washington  D.C.
6.524379,3.379206,Mon Oct 05 09:09:49 +0000 2015,1,Lagos
6.524379,3.379206,Mon Oct 05 09:09:50 +0000 2015,1,lagos
51.507351,-0.127758,Mon Oct 05 09:09:51 +0000 2015,1,London
22.572646,88.363895,Mon Oct 05 09:09:52 +0000 2015,1,Kolkata INDIA 
22.572646,88.363895,Mon Oct 05 09:09:52 +0000 2015,1,Kolkata INDIA 
22.719569,75.857726,Mon Oct 05 09:10:04 +0000 2015,1,Indore
22.719569,75.857726,Mon Oct 05 09:10:04 +0000 2015,1,Indore
34.754052,-77.430241,Mon Oct 05 09:10:05 +0000 2015,1,Jacksonville  NC
34.754052,-77.430241,Mon Oct 05 09:10:05 +0000 2015,1,Jacksonville  NC
30.267153,-97.743061,Mon Oct 05 09:10:06 +0000 2015,1,Austin  TX USA
30.267153,-97.743061,Mon Oct 05 09:10:06 +0000 2015,1,Austin  TX USA
1.045626,104.030453,Mon Oct 05 09:10:09 +0000 2015,1,Batam  Singapore
1.045626,104.030453,Mon Oct 05 09:10:09 +0000 2015,1,Batam  Singapore
46.204391,6.143158,Mon Oct 05 09:10:14 +0000 2015,1,Geneva
46.204391,6.143158,Mon Oct 05 09:10:14 +0000 2015,1,Geneva
34.000710,-81.034814,Mon Oct 05 09:10:14 +0000 2015,1,Columbia  South Carolina
34.000710,-81.034814,Mon Oct 05 09:10:14 +0000 2015,1,Columbia  South Carolina
2.961869,98.858331,Mon Oct 05 09:10:22 +0000 2015,1,INDONESIA RAYA
2.961869,98.858331,Mon Oct 05 09:10:22 +0000 2015,1,INDONESIA RAYA
34.000710,-81.034814,Mon Oct 05 09:10:22 +0000 2015,1,Columbia  SC
34.000710,-81.034814,Mon Oct 05 09:10:22 +0000 2015,1,Columbia  SC
42.989625,-2.618927,Mon Oct 05 09:10:23 +0000 2015,1,País Vasco  España
42.989625,-2.618927,Mon Oct 05 09:10:23 +0000 2015,1,País Vasco  España
51.507351,-0.127758,Mon Oct 05 09:10:24 +0000 2015,1,London
51.507351,-0.127758,Mon Oct 05 09:10:24 +0000 2015,1,London
51.507351,-0.127758,Mon Oct 05 09:10:25 +0000 2015,1,London
51.507351,-0.127758,Mon Oct 05 09:10:25 +0000 2015,1,London
40.712784,-74.005941,Mon Oct 05 09:10:27 +0000 2015,1,NYC
40.712784,-74.005941,Mon Oct 05 09:10:27 +0000 2015,1,NYC
40.712784,-74.005941,Mon Oct 05 09:10:27 +0000 2015,1,New York  New York
40.712784,-74.005941,Mon Oct 05 09:10:27 +0000 2015,1,New York  New York
39.320980,-111.093731,Mon Oct 05 09:10:28 +0000 2015,1,ÜT    .        .      
39.320980,-111.093731,Mon Oct 05 09:10:28 +0000 2015,1,ÜT    .        .      
55.676097,12.568337,Mon Oct 05 09:10:28 +0000 2015,1,Copenhagen
55.676097,12.568337,Mon Oct 05 09:10:28 +0000 2015,1,Copenhagen
35.899168,-78.863640,Mon Oct 05 09:10:32 +0000 2015,1,Raleigh Durham  North Carolina
35.899168,-78.863640,Mon Oct 05 09:10:32 +0000 2015,1,Raleigh Durham  North Carolina
7.190708,125.455341,Mon Oct 05 09:10:35 +0000 2015,1,Davao city  Philippines
7.190708,125.455341,Mon Oct 05 09:10:35 +0000 2015,1,Davao city  Philippines
36.850769,-76.285873,Mon Oct 05 09:10:38 +0000 2015,1,Norfolk  VA
36.850769,-76.285873,Mon Oct 05 09:10:38 +0000 2015,1,Norfolk  VA
35.227087,-80.843127,Mon Oct 05 09:10:38 +0000 2015,1,Charlotte  NC
35.227087,-80.843127,Mon Oct 05 09:10:38 +0000 2015,1,Charlotte  NC
44.912998,-0.243985,Mon Oct 05 09:10:40 +0000 2015,1,libourne
44.912998,-0.243985,Mon Oct 05 09:10:40 +0000 2015,1,libourne
-36.848460,174.763331,Mon Oct 05 09:10:40 +0000 2015,1,Doha  London  Sydney  Auckland
-36.848460,174.763331,Mon Oct 05 09:10:40 +0000 2015,1,Doha  London  Sydney  Auckland
40.712784,-74.005941,Mon Oct 05 09:10:40 +0000 2015,1,New York  NY
40.712784,-74.005941,Mon Oct 05 09:10:40 +0000 2015,1,New York  NY
51.507351,-0.127758,Mon Oct 05 09:10:43 +0000 2015,1,London
51.507351,-0.127758,Mon Oct 05 09:10:43 +0000 2015,1,London
12.971599,77.594563,Mon Oct 05 09:10:44 +0000 2015,1,Bangalore
40.712784,-74.005941,Mon Oct 05 09:10:47 +0000 2015,1,New York  NY
53.408371,-2.991573,Mon Oct 05 09:10:56 +0000 2015,1,Liverpool
33.951935,-83.357567,Mon Oct 05 09:10:57 +0000 2015,1,Athens  GA
53.545065,-2.632507,Mon Oct 05 09:10:57 +0000 2015,1,Wigan
53.003822,-2.287340,Mon Oct 05 09:11:01 +0000 2015,1,Keele  Staffordshire  U.K.
39.320980,-111.093731,Mon Oct 05 09:11:02 +0000 2015,1,ÜT    .          .    
54.691745,-1.212926,Mon Oct 05 09:11:04 +0000 2015,1,Hartlepool  England
33.748995,-84.387982,Mon Oct 05 09:11:06 +0000 2015,1,Atlanta  GA
43.236693,-83.906357,Mon Oct 05 09:11:14 +0000 2015,1,Burt Michigan
48.856614,2.352222,Mon Oct 05 09:11:14 +0000 2015,1,Paris. France
39.286479,-80.256198,Mon Oct 05 09:11:16 +0000 2015,1,Bridgeport  WV        USA  
40.143898,18.491168,Mon Oct 05 09:11:22 +0000 2015,1,Otranto Le  Italy
35.625556,-78.328611,Mon Oct 05 09:11:23 +0000 2015,2,Clayton  NC 
45.523062,-122.676482,Mon Oct 05 09:11:25 +0000 2015,1,Portland  OR
33.748995,-84.387982,Mon Oct 05 09:11:29 +0000 2015,1,Atlanta  GA
53.480759,-2.242631,Mon Oct 05 09:11:30 +0000 2015,1,Manchester  England
18.357450,-66.111000,Mon Oct 05 09:11:31 +0000 2015,1,Guaynabo  Puerto Rico
32.715738,-117.161084,Mon Oct 05 09:11:32 +0000 2015,1,San Diego  CA
-3.594487,128.647741,Mon Oct 05 09:11:34 +0000 2015,1,Paperu
39.320980,-111.093731,Mon Oct 05 09:11:40 +0000 2015,1,ÜT    .          .    
45.698264,9.677270,Mon Oct 05 09:11:43 +0000 2015,1,Bergamo
52.954783,-1.158109,Mon Oct 05 09:11:50 +0000 2015,1,Nottingham
-26.204103,28.047305,Mon Oct 05 09:11:52 +0000 2015,1,Johannesburg  South Africa
33.689060,-78.886694,Mon Oct 05 09:11:53 +0000 2015,1,Myrtle Beach  SC
53.969009,-2.627691,Mon Oct 05 09:11:56 +0000 2015,1,Cumbria   Lancashire
53.969009,-2.627691,Mon Oct 05 09:11:56 +0000 2015,1,Cumbria   Lancashire
30.044420,31.235712,Mon Oct 05 09:11:58 +0000 2015,1,Cairo
34.274583,-81.618718,Mon Oct 05 09:12:01 +0000 2015,1,Newberry  SC
41.203322,-77.194525,Mon Oct 05 09:12:04 +0000 2015,1,Pennsylvania
51.388000,0.506721,Mon Oct 05 09:12:06 +0000 2015,1,Rochester  Kent
64.126521,-21.817439,Mon Oct 05 09:12:10 +0000 2015,1,Reykjavík  Iceland
35.994033,-78.898619,Mon Oct 05 09:12:10 +0000 2015,1,Durham NC
51.711445,-1.225996,Mon Oct 05 09:12:14 +0000 2015,1,Sandford on Thames  England
32.318231,-86.902298,Mon Oct 05 09:12:17 +0000 2015,1,Alabama  USA
34.200114,72.050801,Mon Oct 05 09:12:20 +0000 2015,1,Mardan  Pakistan
51.465986,-1.281401,Mon Oct 05 09:12:26 +0000 2015,1,West Berkshire
52.596250,-8.249480,Mon Oct 05 09:12:27 +0000 2015,1,Derry  Ireland
52.492298,-0.684233,Mon Oct 05 09:12:28 +0000 2015,1,Corby
50.850340,4.351710,Mon Oct 05 09:12:30 +0000 2015,1,Brussels  Belgium
37.774929,-122.419415,Mon Oct 05 09:12:30 +0000 2015,1,San Francisco  California
47.169383,-1.722170,Mon Oct 05 09:12:36 +0000 2015,1,Brain
33.196003,-80.013137,Mon Oct 05 09:12:38 +0000 2015,1,Moncks Corner  SC
51.507351,-0.127758,Mon Oct 05 09:12:39 +0000 2015,1,London
51.465986,-1.281401,Mon Oct 05 09:12:41 +0000 2015,1,West Berkshire
38.627003,-90.199404,Mon Oct 05 09:12:42 +0000 2015,1,St. Louis Missouri
43.088573,-0.057130,Mon Oct 05 09:12:43 +0000 2015,1,citoyenne 
9.076479,7.398574,Mon Oct 05 09:12:43 +0000 2015,1,Abuja  Nigeria
14.554729,121.024445,Mon Oct 05 09:12:44 +0000 2015,1,makati
34.000710,-81.034814,Mon Oct 05 09:12:49 +0000 2015,1,Columbia  SC
35.759573,-79.019300,Mon Oct 05 09:12:49 +0000 2015,1,North Carolina
38.640292,-99.746229,Mon Oct 05 09:12:52 +0000 2015,1,Brownell
46.171255,-0.243097,Mon Oct 05 09:12:54 +0000 2015,1,there
64.126521,-21.817439,Mon Oct 05 09:12:55 +0000 2015,1,Reykjavik  Iceland
37.774929,-122.419415,Mon Oct 05 09:12:58 +0000 2015,1,San Francisco
30.458283,-91.140320,Mon Oct 05 09:12:59 +0000 2015,1,Baton Rouge  LA         
52.259320,-7.110070,Mon Oct 05 09:13:00 +0000 2015,1,Waterford
53.408371,-2.991573,Mon Oct 05 09:13:03 +0000 2015,1,Liverpool
34.000710,-81.034814,Mon Oct 05 09:13:05 +0000 2015,1,Columbia  SC
28.613939,77.209021,Mon Oct 05 09:13:06 +0000 2015,1,New Delhi  India  Abuja Nigeri
41.011408,-78.836503,Mon Oct 05 09:13:06 +0000 2015,1,Stump Creek  Pa.
32.165622,-82.900075,Mon Oct 05 09:13:07 +0000 2015,1,Georgia  USA
37.353216,137.244521,Mon Oct 05 09:13:11 +0000 2015,1,Noto Japan
-33.867487,151.206990,Mon Oct 05 09:13:12 +0000 2015,1,Sydney  New South Wales
37.353216,137.244521,Mon Oct 05 09:13:13 +0000 2015,1,Noto Japan
40.678178,-73.944158,Mon Oct 05 09:13:17 +0000 2015,1,Brooklyn NYC 
37.566535,126.977969,Mon Oct 05 09:13:17 +0000 2015,1,Seoul  South Korea
-27.471011,153.023449,Mon Oct 05 09:13:19 +0000 2015,1,Brisbane Australia
35.779590,-78.638179,Mon Oct 05 09:13:19 +0000 2015,1,Raleigh  NC
24.749403,46.902837,Mon Oct 05 09:13:24 +0000 2015,1,Riyadh
9.076479,7.398574,Mon Oct 05 09:13:24 +0000 2015,1,Abuja Nigeria
32.431581,-80.669829,Mon Oct 05 09:13:29 +0000 2015,1,Beaufort  SC
32.221743,-110.926479,Mon Oct 05 09:13:33 +0000 2015,1,Tucson
35.052664,-78.878358,Mon Oct 05 09:13:35 +0000 2015,1,Fayetteville  NC
34.052234,-118.243685,Mon Oct 05 09:13:35 +0000 2015,1,Los Angeles
54.577232,-2.797483,Mon Oct 05 09:13:37 +0000 2015,1,West Cumbria
39.739236,-104.990251,Mon Oct 05 09:13:37 +0000 2015,1,Denver
47.322047,5.041480,Mon Oct 05 09:13:39 +0000 2015,1,Dijon
33.748995,-84.387982,Mon Oct 05 09:13:39 +0000 2015,1,Atlanta
48.856614,2.352222,Mon Oct 05 09:13:40 +0000 2015,1,Paris
34.938728,-82.227057,Mon Oct 05 09:13:43 +0000 2015,1,Greer  SC
43.236693,-83.906357,Mon Oct 05 09:13:45 +0000 2015,1,Burt Michigan
34.000710,-81.034814,Mon Oct 05 09:13:52 +0000 2015,1,Columbia  SC
37.223232,-81.449872,Mon Oct 05 09:13:59 +0000 2015,1,Northern Virginia
38.879970,-77.106770,Mon Oct 05 09:14:00 +0000 2015,1,Arlington  VA
29.760427,-95.369803,Mon Oct 05 09:14:06 +0000 2015,1,Houston  TX
44.314844,-85.602364,Mon Oct 05 09:14:08 +0000 2015,1,Michigan  USA
32.776475,-79.931051,Mon Oct 05 09:14:09 +0000 2015,1,Charleston  South Carolina
33.748995,-84.387982,Mon Oct 05 09:14:10 +0000 2015,1,Atlanta  GA
35.227087,-80.843127,Mon Oct 05 09:14:13 +0000 2015,1,Charlotte  NC
37.687176,-97.330053,Mon Oct 05 09:14:15 +0000 2015,1,Wichita  KS
55.755826,37.617300,Mon Oct 05 09:14:18 +0000 2015,1,Moscow  Russia
33.520661,-86.802490,Mon Oct 05 09:14:23 +0000 2015,1,Birmingham
41.878114,-87.629798,Mon Oct 05 09:14:24 +0000 2015,1,Chicago  Illinois
41.139981,-104.820246,Mon Oct 05 09:14:25 +0000 2015,1,Cheyenne  WY
51.507351,-0.127758,Mon Oct 05 09:14:26 +0000 2015,1,London
48.856614,2.352222,Mon Oct 05 09:14:28 +0000 2015,1,Paris for now
51.807220,-0.812766,Mon Oct 05 09:14:36 +0000 2015,1,Buckinghamshire  England  UK
34.233137,-102.410749,Mon Oct 05 09:14:37 +0000 2015,1,Earth
34.233137,-102.410749,Mon Oct 05 09:14:37 +0000 2015,1,Earth
34.233137,-102.410749,Mon Oct 05 09:14:37 +0000 2015,1,Earth
-33.867487,151.206990,Mon Oct 05 09:14:38 +0000 2015,1,Australia  Sydney.
43.236693,-83.906357,Mon Oct 05 09:14:40 +0000 2015,1,Burt Michigan
34.233137,-102.410749,Mon Oct 05 09:14:41 +0000 2015,1,Earth
52.668020,-8.630497,Mon Oct 05 09:14:42 +0000 2015,1,Limerick  Ireland
51.507351,-0.127758,Mon Oct 05 09:14:45 +0000 2015,1,London Surrey
14.599512,120.984219,Mon Oct 05 09:14:46 +0000 2015,1,Manila City
14.599512,120.984219,Mon Oct 05 09:14:46 +0000 2015,1,Manila City
36.778261,-119.417932,Mon Oct 05 09:14:46 +0000 2015,1,California  USA
10.315699,123.885437,Mon Oct 05 09:14:46 +0000 2015,1,Cebu City  Central Visayas
10.315699,123.885437,Mon Oct 05 09:14:46 +0000 2015,1,Cebu City  Central Visayas
10.315699,123.885437,Mon Oct 05 09:14:46 +0000 2015,1,Cebu City  Central Visayas
6.757509,125.352398,Mon Oct 05 09:14:46 +0000 2015,1,City Of Digos  Davao Region
10.315699,123.885437,Mon Oct 05 09:14:46 +0000 2015,1,Cebu City  Central Visayas
10.315699,123.885437,Mon Oct 05 09:14:47 +0000 2015,1,Cebu City  Central Visayas
-33.867487,151.206990,Mon Oct 05 09:14:47 +0000 2015,1,Sydney  Australia
-33.227792,21.856859,Mon Oct 05 09:14:47 +0000 2015,1,WC B   N 
39.449556,-75.716321,Mon Oct 05 09:14:53 +0000 2015,1,Middletown  DE
52.355518,-1.174320,Mon Oct 05 09:14:58 +0000 2015,1,England
34.274583,-81.618718,Mon Oct 05 09:15:02 +0000 2015,1,Newberry  SC
41.157944,-8.629105,Mon Oct 05 09:15:03 +0000 2015,1,Porto
6.523276,3.540791,Mon Oct 05 09:15:07 +0000 2015,1,Lagos State  Nigeria
43.653226,-79.383184,Mon Oct 05 09:15:07 +0000 2015,1,New York   Toronto
30.350051,-81.603506,Mon Oct 05 09:36:30 +0000 2015,1,Duval
6.524379,3.379206,Mon Oct 05 09:36:30 +0000 2015,1,Lagos  Nigeria.
38.793170,-77.447766,Mon Oct 05 09:36:31 +0000 2015,1,Yorkshire
6.524379,3.379206,Mon Oct 05 09:36:33 +0000 2015,1,Lagos
39.320980,-111.093731,Mon Oct 05 09:36:34 +0000 2015,1,ÜT   .          .      
50.735777,-1.778586,Mon Oct 05 09:36:36 +0000 2015,1,Christchurch  England
6.524379,3.379206,Mon Oct 05 09:36:37 +0000 2015,1,Lagos warfgidi and PH.
35.227087,-80.843127,Mon Oct 05 09:36:38 +0000 2015,1,Charlotte       AM     . FM
48.692054,6.184417,Mon Oct 05 09:36:39 +0000 2015,1,Nancy  Lorraine
6.543810,5.898714,Mon Oct 05 09:36:40 +0000 2015,1,Edo State
39.290385,-76.612189,Mon Oct 05 09:36:41 +0000 2015,1,Baltimore  MD
35.779590,-78.638179,Mon Oct 05 09:36:41 +0000 2015,1,Raleigh  NC
53.480759,-2.242631,Mon Oct 05 09:36:43 +0000 2015,1,Manchester
50.850340,4.351710,Mon Oct 05 09:36:44 +0000 2015,1,Bruxelles
35.000000,135.000000,Mon Oct 05 09:36:44 +0000 2015,2,Greenbelt MD
34.225726,-77.944710,Mon Oct 05 09:36:49 +0000 2015,1,Wilmington North Carolina
59.719632,10.835880,Mon Oct 05 09:36:51 +0000 2015,1, ski
-6.208763,106.845599,Mon Oct 05 09:36:54 +0000 2015,1,Jakarta  Indonesia
-31.021476,115.331935,Mon Oct 05 09:36:56 +0000 2015,1,near Lancelin WA
34.000710,-81.034814,Mon Oct 05 09:36:56 +0000 2015,1,Columbia  SC
34.051752,131.562690,Mon Oct 05 09:37:01 +0000 2015,1,hofu yamaguchi japan
36.982371,-76.631066,Mon Oct 05 09:37:02 +0000 2015,1,Smithfield  VA
51.507351,-0.127758,Mon Oct 05 09:37:02 +0000 2015,1,London
34.052234,-118.243685,Mon Oct 05 09:37:03 +0000 2015,1,Los Angeles  CA
37.540725,-77.436048,Mon Oct 05 09:37:03 +0000 2015,1,Richmond  Va
54.577232,-2.797483,Mon Oct 05 09:37:05 +0000 2015,1,Cumbria
52.520007,13.404954,Mon Oct 05 09:37:06 +0000 2015,1,Berlin  Germany
33.689060,-78.886694,Mon Oct 05 09:37:10 +0000 2015,1,Myrtle Beach  SC
48.846066,2.188703,Mon Oct 05 09:37:14 +0000 2015,1,Paris Garches 
34.225726,-77.944710,Mon Oct 05 09:37:15 +0000 2015,1,Wilmington  NC
36.852926,-75.977985,Mon Oct 05 09:37:16 +0000 2015,1,Virginia Beach  VA
51.488616,-0.120715,Mon Oct 05 09:37:19 +0000 2015,1,Vauxhall  London
51.481581,-3.179090,Mon Oct 05 09:37:24 +0000 2015,1,Cardiff  Wales
6.524379,3.379206,Mon Oct 05 09:37:26 +0000 2015,1,Lagos 
42.033361,-88.083406,Mon Oct 05 09:37:29 +0000 2015,1,Schaumburg IL
53.480759,-2.242631,Mon Oct 05 09:37:29 +0000 2015,1,Manchester
31.968599,-99.901813,Mon Oct 05 09:37:29 +0000 2015,1,Texas  USA
8.479879,4.541814,Mon Oct 05 09:37:30 +0000 2015,1,Ilorin  Nigeria
5.489059,7.017588,Mon Oct 05 09:37:31 +0000 2015,1,Owerri.
33.836081,-81.163725,Mon Oct 05 09:37:34 +0000 2015,1,South Carolina  USA
53.544389,-113.490927,Mon Oct 05 09:37:34 +0000 2015,1,Edmonton  Alberta
40.712784,-74.005941,Mon Oct 05 09:37:37 +0000 2015,1,New York
36.852926,-75.977985,Mon Oct 05 09:37:39 +0000 2015,1,Virginia Beach
34.000710,-81.034814,Mon Oct 05 09:37:39 +0000 2015,1,Columbia  South Carolina  USA
33.748995,-84.387982,Mon Oct 05 09:37:41 +0000 2015,1,Atlanta  GA
33.748995,-84.387982,Mon Oct 05 09:37:41 +0000 2015,1,Atlanta  Ga.
33.748995,-84.387982,Mon Oct 05 09:37:41 +0000 2015,1,Atlanta
32.776475,-79.931051,Mon Oct 05 09:37:42 +0000 2015,1,Charleston  SC
18.459605,-66.744172,Mon Oct 05 09:37:43 +0000 2015,1,Arecibo  Puerto Rico
40.712784,-74.005941,Mon Oct 05 09:37:43 +0000 2015,1,New York
51.481728,-0.613576,Mon Oct 05 09:37:45 +0000 2015,1,Windsor  UK
53.800755,-1.549077,Mon Oct 05 09:37:45 +0000 2015,1,Papua New Guinea   Leeds uk
-3.594487,128.647741,Mon Oct 05 09:37:47 +0000 2015,1,Paperu
65.000000,135.000000,Mon Oct 05 09:37:47 +0000 2015,2,Greenbelt MD
-33.867487,151.206990,Mon Oct 05 09:37:47 +0000 2015,1,Sydney Australia
38.907192,-77.036871,Mon Oct 05 09:37:48 +0000 2015,1,Washington
35.745407,-81.684819,Mon Oct 05 09:37:48 +0000 2015,1,Morganton
40.712784,-74.005941,Mon Oct 05 09:37:50 +0000 2015,1,Madrid London New York.
27.664827,-81.515754,Mon Oct 05 09:37:51 +0000 2015,1,South Florida
31.968599,-99.901813,Mon Oct 05 09:38:04 +0000 2015,1,Texas
28.538335,-81.379237,Mon Oct 05 09:38:05 +0000 2015,1,Orlando  FL
14.599512,120.984219,Mon Oct 05 09:38:11 +0000 2015,1,Manila City
7.190708,125.455341,Mon Oct 05 09:38:13 +0000 2015,1,Davao
32.832322,-79.828426,Mon Oct 05 09:38:15 +0000 2015,1,Mount Pleasant  SC
51.376165,-0.098234,Mon Oct 05 09:38:21 +0000 2015,1,Croydon 
34.165097,-84.799938,Mon Oct 05 09:38:21 +0000 2015,1,Cartersville  GA
38.793170,-77.447766,Mon Oct 05 09:38:25 +0000 2015,1,Yorkshire
36.162664,-86.781602,Mon Oct 05 09:38:26 +0000 2015,1,Nashville
6.524379,3.379206,Mon Oct 05 09:38:31 +0000 2015,1,Lagos  Nigeria
6.524379,3.379206,Mon Oct 05 09:38:33 +0000 2015,1,Lagos  Nigeria
35.914020,-81.538985,Mon Oct 05 09:38:39 +0000 2015,1,Lenoir  NC
53.381129,-1.470085,Mon Oct 05 09:38:40 +0000 2015,1,Sheffield  UK
51.507351,-0.127758,Mon Oct 05 09:38:44 +0000 2015,1,London
39.962598,-76.727745,Mon Oct 05 09:38:44 +0000 2015,1,York  Pennsylvania USA
14.579444,121.035917,Mon Oct 05 09:38:44 +0000 2015,1,Mandaluyong City
63.746693,-68.516967,Mon Oct 05 09:38:48 +0000 2015,1,Iqaluit
41.879198,-87.843115,Mon Oct 05 09:38:49 +0000 2015,1,Maywood  IL         
52.456891,-2.148731,Mon Oct 05 09:38:53 +0000 2015,1,Stourbridge  West Midlands.
33.980289,-118.451745,Mon Oct 05 09:38:56 +0000 2015,1,Marina del Rey  CA
25.216667,55.166667,Mon Oct 05 09:38:59 +0000 2015,1,World
36.382885,-84.119947,Mon Oct 05 09:39:02 +0000 2015,1,La Follette  TN  
38.793170,-77.447766,Mon Oct 05 09:39:02 +0000 2015,1,Yorkshire
52.520007,13.404954,Mon Oct 05 09:39:06 +0000 2015,1,Berlino
-1.237927,116.852853,Mon Oct 05 09:39:08 +0000 2015,1,Balikpapan
49.749992,6.637143,Mon Oct 05 09:39:09 +0000 2015,1,Trier
7.377535,3.947040,Mon Oct 05 09:39:10 +0000 2015,1,ibadan
37.540725,-77.436048,Mon Oct 05 09:39:11 +0000 2015,1,Richmond  Virginia
51.507351,-0.127758,Mon Oct 05 09:39:11 +0000 2015,1,London 
38.029306,-78.476678,Mon Oct 05 09:39:12 +0000 2015,1,Charlottesville  VA
34.052234,-118.243685,Mon Oct 05 09:39:12 +0000 2015,1,Los Angeles  ca
39.320980,-111.093731,Mon Oct 05 09:39:12 +0000 2015,1, ÜT   .           .      
42.382813,-85.956967,Mon Oct 05 09:39:16 +0000 2015,1,Bloomingdale  MI
47.218371,-1.553621,Mon Oct 05 09:39:22 +0000 2015,1,          N          O NANTES
-32.882351,27.402774,Mon Oct 05 09:39:30 +0000 2015,1,King Williams Town  South Africa
4.815554,7.049844,Mon Oct 05 09:39:31 +0000 2015,1,port harcourt
51.507351,-0.127758,Mon Oct 05 09:39:32 +0000 2015,1,London
43.604652,1.444209,Mon Oct 05 09:39:32 +0000 2015,1,Toulouse  Midi Pyrénées
34.959208,-116.419389,Mon Oct 05 09:39:33 +0000 2015,1,Southern California
38.625898,-86.640955,Mon Oct 05 09:39:34 +0000 2015,1,Northwest Indiana
41.610594,-87.064199,Mon Oct 05 09:39:34 +0000 2015,1,Chesterton  IN
27.023804,74.217933,Mon Oct 05 09:39:35 +0000 2015,1,Rajasthan  India
33.018504,-80.175648,Mon Oct 05 09:39:41 +0000 2015,1,Summerville  S.C.
52.240477,-0.902656,Mon Oct 05 09:39:44 +0000 2015,1,     Northampton
